769,"TATA DOCOMO,PHOTON(JAMMU- KASHMIR) CDMA",Telecom
,"TATA DOCOMO,PHOTON(KERALA) - CDMA",Telecom
526,"TATA DOCOMO,PHOTON, CDMA (LANDLINE, MOB)",Telecom
774,VODAFONE JAIPUR,Telecom
771,VODAFONE KERALA,Telecom
773,VODAFONE MADHYA PRADESH,Telecom
721,A.P. CENTRAL POWER DISTRIBUTION CO LTD,Utility
766,BSNL LUCKNOW,Telecom
767,BSNL AMRITSAR,Telecom
700,TATA DOCOMO (HIMACHAL PRADESH) - GSM,Telecom
701,TATA DOCOMO (JAMMU & KASHMIR) - GSM,Telecom
627,TATA DOCOMO (ORISSA) - GSM,Telecom
511,"TATA DOCOMO, PHOTON – (GSM,CDMA) CHENNAI",Telecom
513,"TATA DOCOMO, PHOTON – (GSM,CDMA) SURAT",Telecom
582,Tata AIA Life Insurance Company Limited,Insurance
775,VODAFONE ASSAM,Telecom
171,Tata Power Delhi Distribution Limited,Utility
582,New TATA AIA LIFE INSURANCE COMPANY LTD,Insurance
779,L & T MUTUAL FUND ISIP,AMC
777,JAMSHEDPUR UTILITIES AND SERVICES CO LTD,Utility
709,ADANI GAS,Utility
764,BSNL GUHAWATI,Telecom
765,BSNL SURAT,Telecom
793,DAKSHIN GUJARAT VIJ COMPANY LTD,Utility
798,FUTURE GENERALI INDIA,Insurance
792,MADHYA GUJARAT VIJ COMPANY,Utility
791,PASCHIM GUJARAT VIJ COMPANY LTD,Utility
511,"TATA DOCOMO, PHOTON (GSM,CDMA) CHENNAI",Telecom
513,"TATA DOCOMO, PHOTON (GSM,CDMA) SURAT",Telecom
790,UTTAR GUJARAT VIJ COMPANY LTD,Utility
71,MAHARASHTRA STATE ELECTRICITY BOARD-PUNE,Utility
818,BSNL Indore,Telecom
821,BSNL Bhopal,Telecom
820,BSNL RAJKOT,Telecom
819,BSNL KANPUR,Telecom
713,TATA TELESERVICES VIRGIN MOB RAJASTHAN,Telecom
18,VODAFONE INDIA LTD ( MUMBAI ),Telecom
843,VODAFONE SOUTH LIMITED (ROTN),Telecom
219,VODAFONE SOUTH LTD PUNJAB,Telecom
844,BSNL JALANDHAR,Telecom
,Vodafone – Rest of Tamil Nadu,Telecom
842,Aegon Religare,Insurance
841,BSNL AGRA,Telecom
840,BSNL Faridabad,Telecom
846,BSNL KOLHAPUR,Telecom
847,BSNL LUDHIANA,Telecom
821,BHARAT SANCHAR NIGAM LTD.-BHOPAL,Telecom
818,BHARAT SANCHAR NIGAM LTD.-INDORE,Telecom
820,BHARAT SANCHAR NIGAM LTD.-RAJKOT,Telecom
852,MTNL DELHI - DOLPHIN,Telecom
848,MTNL DELHI GARUDA,Telecom
772,VODAFONE JAMMU & KASHMIR,Telecom
798,Future Generali India Life Ins Co Ltd,Insurance
827,Eastern Power Distribution Company of AP Ltd (EPDCL),Utility
842,AEGON RELIGARE LIFE INSURANCE COMPANY LIMITED,Insurance
845,GSPC GAS COMPANY LTD,Utility
851,AIRTEL TELEPHONE & BROADBAND WEST BENGAL,Telecom
850,VODAFONE WEST BENGAL,Telecom
842,AEGON RELIGARE LIFE INSURANCE CO. LTD.,Insurance
776,AIRTEL PATNA,Telecom
263,AMERICAN EXPRESS CARDS (Non ICICI Bank ),Credit Cards
,BHARAT SANCHAR NIGAM LTD.-KANPUR,Telecom
840,BSNL FARIDABAD,Telecom
693,IDFC MUTUAL FUND - ISIP,AMC
886,DIRECT TO HOME RECHARGE EURONET,Online DTH
849,VODAFONE HIMACHAL PRADESH,Telecom
713,TATA TELESERVICES VIRGIN MOB RAJASTHAN,Telecom
641,ICICI BANK HOME LOANS,Others
640,ICICI BANK LOANS,Others
263,AMERICAN EXPRESS CARDS-NON ICICI BANK,Credit Cards
695,SBI MUTUAL FUND ISIP,AMC
693,IDFC MUTUAL FUND-ISIP,AMC
693,IDFC MUTUAL FUND - ISIP,AMC
589,WOMENS INSTITUTE FOR SOCIAL EDUCATION,DONATION
907,BHARAT SANCHAR NIGAM LTD. -CHENNAI,Telecom
180,SIFY INTERNET RENEWAL,Others
387,VODAFONE CELLULAR LTD (PUNE),Telecom
143,HDFC LIQUID-DIVPAY,Others
513,"TATA DOCOMO PHOTON (GSM,CDMA) SURAT",Telecom
957,ICICI BANK PREPAID CARD,Credit Cards
952,VADODARA MUNICIPAL CORPORATION,Municipal Corporation
423,EXIDE LIFE INSURANCE COMPANY LIMITED,Insurance
919,GUJARAT GAS COMPANY LTD,Utility
959,BHARAT SANCHAR NIGAM LTD.-PUNE,Telecom
913,BSNL (GOA),Telecom
914,BHARAT SANCHAR NIGAM LTD-JAMNAGAR,Telecom
915,BSNL- NAGPUR,Telecom
918,CHHATTISGARH STATE POWER DISTRIBUTION CO,Utility
923,VODAFONE DIGILINK LIMITED - HARYANA,Telecom
920,MTS,Telecom
950,AXIS MUTUAL FUND,AMC
16,BEST UNDERTAKING,Utility
917,BOI AXA MUTUAL FUND,AMC
751,MSEB NANDURBAR,Telecom
748,MSEB THANE,Telecom
949,PRINCIPAL MUTUAL FUND,AMC
922,SUNDARAM MUTUAL FUND,AMC
704,TATA DOCOMO (RAJASTHAN) - GSM,Telecom
702,TATA DOCOMO (NORTH EAST) - GSM,Telecom
961,Canara Robeco Mutual Fund,AMC
907,BSNL -CHENNAI,Telecom
820,BSNL-RAJKOT,Telecom
985,JAIPUR & JODHPUR VIDYUT VITARAN NIGAM LT,Utility
721,SOUTHERN POWER TELANGANA (TGSPDCL),Utility
709,ADANI GAS LTD,Utility
821,BSNL-BHOPAL,Telecom
818,BSNL-INDORE,Telecom
5,MTNL MUMBAI,Telecom
979,TORRENT POWER AGRA,Utility
914,BSNL-JAMNAGAR,Telecom
745,MSEB PUNE,Telecom
959,BSNL-PUNE,Telecom
979,TORRENT POWER LTD AGRA,Utility
711,TORRENT POWER LTD BHIWANDI,Utility
827,EPCPDCL ? VISAKHAPATNAM,Utility
1009,ICICI BANK POCKETS WALLET,Wallet
1026,BSNL AHMEDABAD,Telecom
1027,BSNL BANGLORE,Telecom
1028,BSNL KALYAN,Telecom
1030,TATA DOCOMO CDMA KARNATAKA,Telecom
1031,TATA DOCOMO CDMA ANDHRA PRADESH,Telecom
1032,TATA DOCOMO CDMA GUJARAT,Telecom
919,GUJARAT GAS LIMITED GGL,Utility
845,GUJARAT GAS LTD ERSTWHILE GSPCGASCUST,Utility
1034,TATA DOCOMO CDMA MAHARASHTRA,Telecom
1033,TATA DOCOMO CDMA KOLKATA,Telecom
842,AEGON LIFE INSURANCE COMPANY LTD,Insurance
1071,PPFAS MUTUAL FUND,AMC
1036,TATA DOCOMO CDMA TAMILNADU,Telecom
32,AIRCEL LIMITED,Telecom
1025,AIRTEL MOBILE GUJARAT,Telecom
827,APEPDCL,Utility
1029,IDBI MUTUAL FUND,AMC
1068,KOTAK LIFE INSURANCE,Insurance
1097,MOTILAL OSWAL ASSET MANAGEMENT ISIP,AMC
1173,ACT BROADBAND,Others
1025,AIRTEL MOBILE GUJARAT,Telecom
1177,BNP PARIBAS MUTUAL FUND ISIP,AMC
1024,BSNL MANGALORE,Telecom
1120,BSNL VADODARA,Telecom
,DHFL PRAMERICA MUTUAL FUND,
919,GUJARAT GAS LIMITED GGL,Utility
,ICICI BANK HFC LOANS,Loan
1154,KOTAK MUTUAL FUND ISIP,AMC
1155,MIRAE ASSET MUTUAL FUND ISIP,AMC
1167,MSEB,Utility
1226,QUICK PAY INDIAIDEAS,MM
1188,REDGIRRAFFE,Other
1185,UTTARPRADESH POWER CORPORATION LIMITED,Utility
1087,VODAFONE ODISHA,Telecom
